nr,möbel,läge,facit_low,facit_high,low,default,high,n,variantMethod,variantSource,effectiveN,sizeMethod,sizeQuery,sizeWarning,filtersConverted,variant,imageFiltered,cellLevel,cellKey,priceBasis,note,confidence,träff_intervall,träff_default,avvikelse,felklass,bench,mode
5,Jysk Allese,kärnnamn,4000,6500,2274.0,3420.0,4966.0,12,none,unresolved,12.0,none,,,,,none,,,asking,"Baserat på 12 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 12 annonser av just den modellen, så priset är sammanvägt med 151 liknande annonser av samma märke och möbeltyp (vikt 0.67 på modellen).",low,True,False,-0.145,tunt,b2,C
5,Jysk Allese,kärnnamn + bild,4000,6500,2274.0,3420.0,4966.0,12,ignored,type_system:image+union3,12.0,none,,,,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,"Baserat på 12 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 12 annonser av just den modellen, så priset är sammanvägt med 151 liknande annonser av samma märke och möbeltyp (vikt 0.67 på modellen). Möbeltypen bäddsoffa, hörnsoffa eller soffa gav för tunt underlag och ingår inte i beräkningen.",low,True,False,-0.145,tunt,b2,D
6,Jysk fåtölj,kärnnamn,350,1000,500.0,700.0,1000.0,79,filtered,type_system:text,79.0,none,,,,['fatolj'],none,,,asking,Baserat på 79 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast fåtölj.,high,True,True,0.0,övrigt,b2,C
6,Jysk fåtölj,kärnnamn + bild,350,1000,500.0,700.0,1000.0,79,filtered,type_system:text,79.0,none,,,,['fatolj'],none,,,asking,Baserat på 79 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast fåtölj.,high,True,True,0.0,övrigt,b2,D
7,Swedese Lamino,kärnnamn,8500,12000,2920.0,7644.0,10695.0,24,none,unresolved,24.0,none,,,,,none,,,asking,"Baserat på 24 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Bara 24 annonser av just den modellen, så priset är sammanvägt med 41 liknande annonser av samma märke och möbeltyp (vikt 0.80 på modellen).",low,True,False,-0.1007058823529411,övrigt,b2,C
7,Swedese Lamino,kärnnamn + bild,8500,12000,1000.0,8750.0,20000.0,24,weighted,type_system:image+union2,15.8,none,,,variant,"['fatolj', 'stol']",none,,,asking,Baserat på 24 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.,high,True,True,0.0,övrigt,b2,D
8,DUX Bruno Mathsson Eva,kärnnamn,3500,6500,3061.0,5638.0,7744.0,15,none,unresolved,15.0,none,,,,,none,,,asking,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 57 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,True,0.0,tunt,b2,C
8,DUX Bruno Mathsson Eva,kärnnamn + bild,3500,6500,2750.0,5500.0,6500.0,15,weighted,type_system:image+union2,13.5,none,,,variant,"['fatolj', 'stol']",none,,,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder.",high,True,True,0.0,tunt,b2,D
9,Matbord trä,kärnnamn,3000,7000,1000.0,1440.0,4000.0,246,filtered,type_system:text+union2,246.0,none,,"150-200cm,250-300cm,100-150cm,200-250cm",,"['matbord', 'matgrupp']",none,,,asking_forced_unknown_identity,Baserat på 246 liknande annonser. Baserat på utropspriser i annonser (auktionsdata utesluten: varken märke eller modellnamn kunde fastställas). Endast annonser från senaste 8 månaderna. Endast matbord eller matgrupp.,low,True,False,-0.52,anonym,b2,C
9,Matbord trä,kärnnamn + bild,3000,7000,330.0,880.0,2000.0,26,filtered,type_system:text+union2,18.1,none,,,,"['matbord', 'matgrupp']",none,,,visual_cohort,"Baserat på 26 liknande annonser. Baserat på visual_cohort. Endast annonser från senaste 8 månaderna. Orden identifierade ingen produkt och prisspridningen bland dem var 13x, så priset bygger på 26 annonser som LIKNAR din bild (likhet 0.66–0.79). Bara 26 annonser av just den modellen, så priset är sammanvägt med 6677 liknande annonser av samma märke och möbeltyp (vikt 0.81 på modellen). Endast matbord eller matgrupp.",low,False,False,-0.7066666666666667,anonym,b2,D
10,Mio matgrupp,kärnnamn,3000,5000,2000.0,2500.0,3100.0,108,filtered,type_system:text,108.0,none,,,,['matgrupp'],none,,,asking,Baserat på 108 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,high,True,False,-0.1666666666666666,övrigt,b2,C
10,Mio matgrupp,kärnnamn + bild,3000,5000,2000.0,2500.0,3100.0,108,filtered,type_system:text,108.0,none,,,,['matgrupp'],none,,,asking,Baserat på 108 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,high,True,False,-0.1666666666666666,övrigt,b2,D
11,Matgrupp byCrea,kärnnamn,5000,15000,1600.0,2000.0,3500.0,503,filtered,type_system:text,503.0,none,,,,['matgrupp'],none,,,asking,Baserat på 503 liknande annonser. Sökningen breddades: orden 'bycrea' gav för få träffar och utelämnades. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,False,False,-0.6,anonym,b2,C
11,Matgrupp byCrea,kärnnamn + bild,5000,15000,1600.0,2000.0,3500.0,503,filtered,type_system:text,503.0,none,,,,['matgrupp'],none,,,asking,Baserat på 503 liknande annonser. Sökningen breddades: orden 'bycrea' gav för få träffar och utelämnades. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast matgrupp.,low,False,False,-0.6,anonym,b2,D
12,DUX säng 303,kärnnamn,50000,80000,300.0,1000.0,4500.0,30,filtered,type_system:text,30.0,none,,,,['sang'],none,,,asking,Baserat på 30 liknande annonser. Sökningen breddades: orden '303' gav för få träffar och utelämnades. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast säng.,low,False,False,-0.98,övrigt,b2,C
12,DUX säng 303,kärnnamn + bild,50000,80000,300.0,1000.0,4500.0,30,filtered,type_system:text,30.0,none,,,,['sang'],none,,,asking,Baserat på 30 liknande annonser. Sökningen breddades: orden '303' gav för få träffar och utelämnades. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast säng.,low,False,False,-0.98,övrigt,b2,D
13,Ikea skotterud,kärnnamn,1000,2500,700.0,1900.0,2500.0,43,weighted,type_system:prior,28.8,none,,,variant,['sang'],none,,,asking,Baserat på 43 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.,high,True,True,0.0,övrigt,b2,C
13,Ikea skotterud,kärnnamn + bild,1000,2500,700.0,1900.0,2500.0,43,weighted,type_system:image,28.8,none,,,variant,['sang'],none,,,asking,Baserat på 43 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.,high,True,True,0.0,övrigt,b2,D
