pair_id,variant,bucket,similarity,a_row,b_row,a_source,b_source,a_name,b_name,a_price,b_price,a_url,b_url
152,byrå,0.20-0.30,0.2302,11359,5023,auctionet,auctionet,"BYRÅ, gråmålad, trä, gustaviansk stil.","SÄNGBORD, med låda, ek, 2000-tal.",3500.0,950.0,https://images.auctionet.com/thumbs/mini_item_5024395_51bad831e8.jpg,https://images.auctionet.com/thumbs/mini_item_5033137_cd23f22e43.jpg
153,byrå,0.20-0.30,0.2649,8549,62877,auctionet,blocket,"SIDEBOARD, George III, omkring 1800, fanerat i mahogny, intarsiadekor, beslag i mässing, 5",Sängbord,2000.0,200.0,https://images.auctionet.com/thumbs/mini_item_4905192_051998d77e.jpg,https://images.blocketcdn.se/dynamic/default/item/24550885/f886c260-a5a3-4da2-a50a-6995c2c0c936
154,byrå,0.20-0.30,0.262,42268,66488,blocket,blocket,Skrivbord och 3-lådor Byrå,"Byrå,retro,funkis,deco 40-tal ,antik",200.0,1750.0,https://images.blocketcdn.se/dynamic/default/item/24493374/64515759-7eac-4267-af85-1b2d716dc79b,https://images.blocketcdn.se/dynamic/default/item/24641637/6f69833a-fc74-4c02-9c06-e5a2e42d24db
155,byrå,0.20-0.30,0.2766,8856,69510,auctionet,blocket,"SIDEBOARD, björk, 1900-talets första hälft.",Liten byrå i furu med 4 st lådor,300.0,62.0,https://images.auctionet.com/thumbs/mini_item_4723649_eaf3b1530d.jpg,https://images.blocketcdn.se/dynamic/default/item/23880266/728e72cb-5119-4733-990f-47f76d04f1ff
156,byrå,0.30-0.45,0.3308,65599,11232,blocket,auctionet,Sängbord i trä med låda,"BYRÅ, 1900-talets mitt.",500.0,2800.0,https://images.blocketcdn.se/dynamic/default/item/24178870/3a44126c-7d45-4729-9ecb-dae2976af740,https://images.auctionet.com/thumbs/mini_item_4794911_636cd55b9c.jpg
157,byrå,0.30-0.45,0.3293,6408,61686,auctionet,blocket,"SÄNGBORD, 1900-talets första hälft.",Skänk,2700.0,3000.0,https://images.auctionet.com/thumbs/mini_item_4834424_ea655f662a.jpg,https://images.blocketcdn.se/dynamic/default/item/24666236/150c03e4-8f2a-45f2-8da4-61cd998bb3eb
158,byrå,0.30-0.45,0.3657,58730,62656,blocket,blocket,Sängbord Fornby,Sideboard i svart stål,350.0,200.0,https://images.blocketcdn.se/dynamic/default/item/24701824/122d3936-a7c6-4051-8af7-f3fca85b7d34,https://images.blocketcdn.se/dynamic/default/item/21357355/79eb7cd7-e16b-4096-9630-af56e5eb8a35
159,byrå,0.30-0.45,0.3052,11461,821,auctionet,auctionet,"BYRÅ, med stenskiva, rokokostil, 1900-tal.","SÄNGBORD, 1 par, 1900-talets mitt, gråmålade, låda, tidningshylla.",400.0,850.0,https://images.auctionet.com/thumbs/mini_item_4837504_e27f8d35ee.jpg,https://images.auctionet.com/thumbs/mini_item_4770858_e194f17492.jpg
160,byrå,0.30-0.45,0.355,9974,10453,auctionet,auctionet,"SKÄNK, 1800-tal, front och sidostycken med dörrblad med dekor av romber med dekorationsmål","BYRÅ, 4-lådig, fanerad i teak, 1900-talets andra hälft.",8595.0,607.0,https://images.auctionet.com/thumbs/mini_item_5226471_fb63d4ebfd.jpg,https://images.auctionet.com/thumbs/mini_item_5224077_7760636b13.jpg
161,byrå,0.45-0.60,0.4675,10546,81521,auctionet,blocket,"BYRÅ, mahogny, gustaviansk stil, 1900-talets mitt.",Byrå i trä med dekorativa intarsiadetaljer,450.0,3500.0,https://images.auctionet.com/thumbs/mini_item_4982344_559ea1c4d9.jpg,https://images.blocketcdn.se/dynamic/default/item/23915043/29e2036f-d5de-49a7-b24b-ad703c1e06c1
162,byrå,0.45-0.60,0.4705,89492,11204,blocket,auctionet,Koppang byrå - IKEA (svartbrun),"SÄNGBORD, 2 st, engelsk stil, 1900-talets andra hälft.",1300.0,350.0,https://images.blocketcdn.se/dynamic/default/item/24742829/420dc269-c918-4c93-80cd-cceade5ed132,https://images.auctionet.com/thumbs/mini_item_4852038_ca4992e870.jpg
163,byrå,0.45-0.60,0.5669,61334,58730,blocket,blocket,Två stycken sängbord,Sängbord Fornby,1800.0,350.0,https://images.blocketcdn.se/dynamic/default/item/24253821/16a0986b-126c-4507-aa2e-edfbe13778d8,https://images.blocketcdn.se/dynamic/default/item/24701824/122d3936-a7c6-4051-8af7-f3fca85b7d34
164,byrå,0.45-0.60,0.5654,89429,89815,blocket,blocket,"MALM Byrå med 4 lådor, vit till salu (den andra)","Vit byrå, 3 lådor",550.0,150.0,https://images.blocketcdn.se/dynamic/default/item/24744434/14e67900-8433-40e4-82f5-2f023bf4c6f6,https://images.blocketcdn.se/dynamic/default/item/24725158/5fc2d379-09dc-4dd9-9388-68e172b6ea85
165,byrå,0.45-0.60,0.5796,10593,10577,auctionet,auctionet,"BYRÅ, 3-lådig, mahogny och björk, Swedish modern, Svensk möbelindustri, 1940-tal.","BYRÅ Gustaviansk stil, mahogny, intasiadekor, 1900-talets första hälft. (Tidigare Provenie",3802.0,1600.0,https://images.auctionet.com/thumbs/mini_item_4923236_538df6bdc0.jpg,https://images.auctionet.com/thumbs/mini_item_4816270_7d3bb8251b.jpg
166,byrå,0.60-0.75,0.6211,64308,14113,blocket,blocket,&Tradition sängbord / sidobord svart med låda,Sängbord,350.0,1000.0,https://images.blocketcdn.se/dynamic/default/item/23519552/a26a8c43-c042-4ab6-9956-0158b03fbb71,https://images.blocketcdn.se/dynamic/default/item/24131837/4571666a-6372-436f-91f8-d8d019bbc971
167,byrå,0.60-0.75,0.6587,11300,10577,auctionet,auctionet,"BYRÅ, snidat trä, landskap & figurscener, orientalisk stil, 1900-tal.","BYRÅ Gustaviansk stil, mahogny, intasiadekor, 1900-talets första hälft. (Tidigare Provenie",500.0,1600.0,https://images.auctionet.com/thumbs/mini_item_4971565_7258b374eb.jpg,https://images.auctionet.com/thumbs/mini_item_4816270_7d3bb8251b.jpg
168,byrå,0.60-0.75,0.7358,67618,69638,blocket,blocket,Byrå i rokokostil 1900 tal,Byrå,2000.0,200.0,https://images.blocketcdn.se/dynamic/default/item/20719713/036292a1-3de2-4fc1-9eb8-77111613b23d,https://images.blocketcdn.se/dynamic/default/item/23784819/d2c8d0ad-77b7-49aa-b2e8-0a15333dffa8
169,byrå,0.60-0.75,0.6519,10464,89777,auctionet,blocket,"BYRÅ, teakfanér, 1950/60-tal.",byrå i gustaviansk stil,350.0,2000.0,https://images.auctionet.com/thumbs/mini_item_4776607_5a20c96d3e.jpg,https://images.blocketcdn.se/dynamic/default/item/23018710/9dd4fe64-aa10-4d3c-b298-a92962f8b621
170,byrå,0.60-0.75,0.6089,11044,61410,auctionet,blocket,"BYRÅ, välvd front, 4 lådor, fanérat trä, mässingsbeslag, 1800-tal.",Byrå/Sängbord,1800.0,1500.0,https://images.auctionet.com/thumbs/mini_item_4894796_168575d3f1.jpg,https://images.blocketcdn.se/dynamic/default/item/24078412/5d0c7554-cf8d-447f-b5ef-2e34f79e8439
171,byrå,0.75-0.92,0.8301,11065,11258,auctionet,auctionet,"BYRÅ Rokokostil, 1900-talets andra hälft.","BYRÅ, med stenskiva, rokokostil.",450.0,500.0,https://images.auctionet.com/thumbs/mini_item_4924871_eb70fb9f6f.jpg,https://images.auctionet.com/thumbs/mini_item_4764322_dee4f7d09d.jpg
172,byrå,0.75-0.92,0.79,210,6407,auctionet,auctionet,"SÄNGBORD, 1 par, ek, 1900 - talets andra hälft.","SÄNGBORD, funkis, 1900-talets mitt.",800.0,300.0,https://images.auctionet.com/thumbs/mini_item_4720351_35e7d6bdb3.jpg,https://images.auctionet.com/thumbs/mini_item_4821720_1c9424d301.jpg
173,byrå,0.75-0.92,0.7808,69638,92418,blocket,blocket,Byrå,Byrå,200.0,900.0,https://images.blocketcdn.se/dynamic/default/item/23784819/d2c8d0ad-77b7-49aa-b2e8-0a15333dffa8,https://images.blocketcdn.se/dynamic/default/item/24771251/cc6b7227-17db-44c9-9972-2dab91de66b6
174,byrå,0.75-0.92,0.876,11036,11070,auctionet,auctionet,"BYRÅ, sengustaviansk, bronserade beslag, lådkanter, ben och sidostycken med mässingsdetalj","BYRÅ, 1900-talets mitt.",4700.0,1000.0,https://images.auctionet.com/thumbs/mini_item_5044077_b165cef452.png,https://images.auctionet.com/thumbs/mini_item_4748529_7d5c1650bf.jpg
175,byrå,0.75-0.92,0.7803,69169,65649,blocket,blocket,Byrå,Byrå,100.0,500.0,https://images.blocketcdn.se/dynamic/default/item/24171847/c8885350-7660-4c34-8e85-a09a200345f7,https://images.blocketcdn.se/dynamic/default/item/24108868/691e62c1-a1c6-4740-8da1-acf709c5a314
176,säng,0.20-0.30,0.2014,73282,90245,blocket,blocket,Barnsäng Juniorsäng,Säng säljes - Uppsala,400.0,800.0,https://images.blocketcdn.se/dynamic/default/item/22701550/67696213-c619-46fb-be1e-3659b3072d1a,https://images.blocketcdn.se/dynamic/default/item/24731031/c78f45d5-4444-4a7c-b318-93ca0ec7593f
177,säng,0.20-0.30,0.2742,20387,20002,blocket,blocket,Kontinentalsäng 140,Jensen sänggavel i trä med sängbord,5000.0,500.0,https://images.blocketcdn.se/dynamic/default/item/23417142/460cd5b9-42d4-423e-873d-11eab82d851e,https://images.blocketcdn.se/dynamic/default/item/23741640/02693c56-76ee-41f9-9140-ca951a7f7748
178,säng,0.20-0.30,0.2988,18785,75247,blocket,blocket,Elegant sänggavel i väldigt fint skick,Mio kontinentalsäng / enkelsäng – fint skick (OEKO-TEX),1450.0,1000.0,https://images.blocketcdn.se/dynamic/default/item/24526809/5a8e1cf6-1d8a-4760-b3a2-69bae6344c73,https://images.blocketcdn.se/dynamic/default/item/23451491/52c616ff-b63a-4e40-90e8-13d244ad81f5
179,säng,0.20-0.30,0.2739,73316,75718,blocket,blocket,EN BRA SÄNG MED TVÅ DELAR PLUS EN BÄDDMADRASS,Loftsäng Oliver Furniture,950.0,6000.0,https://images.blocketcdn.se/dynamic/default/item/24671761/c25565ef-4dcf-4ca2-9966-b1c8a072030d,https://images.blocketcdn.se/dynamic/default/item/23868365/6dc6e6c8-c45f-4ad4-a2b0-de1d0ba819be
180,säng,0.20-0.30,0.2808,76154,18800,blocket,blocket,IKEA säng med 2 st bäddmadrasser,IKEA säng med förvaring och sänggavel,250.0,1600.0,https://images.blocketcdn.se/dynamic/default/item/21985214/96633e60-ddcf-46ef-a335-cfcb5538d353,https://images.blocketcdn.se/dynamic/default/item/24518083/e9706352-75c6-460f-a8ee-599fd99511b0
181,säng,0.30-0.45,0.3545,77175,73124,blocket,blocket,Sänggavel,IKEA UTÅKER stapelbara sängar 80x200,500.0,600.0,https://images.blocketcdn.se/dynamic/default/item/24537753/5d30a568-1bb8-4c08-811a-bac1be74ef5e,https://images.blocketcdn.se/dynamic/default/item/24717734/f463ca5b-8854-44d3-b5fa-37b5a35cbd1d
182,säng,0.30-0.45,0.3411,74540,19414,blocket,blocket,IKEA flaxa sängram med förvaring (finns 2 stycken),Hästens säng blåvit rutigt tyg med ben,75.0,6000.0,https://images.blocketcdn.se/dynamic/default/item/24097455/7ed598ae-5c6c-4cc5-b06a-62c604018913,https://images.blocketcdn.se/dynamic/default/item/24175195/634232e4-5927-4781-9ac8-323f2e367286
183,säng,0.30-0.45,0.343,20012,74037,blocket,blocket,Mio kontinentalsäng 120x200 grå,"IKEA Släkt Sängram med undersäng och förvaring, vit",7500.0,2000.0,https://images.blocketcdn.se/dynamic/default/item/23730830/3762f8ad-7508-44df-a892-ba5c960be90a,https://images.blocketcdn.se/dynamic/default/item/24426511/e7de87bd-58f0-4326-aa54-b57b189fee93
184,säng,0.30-0.45,0.3076,92943,74996,blocket,blocket,Säng 90.200,Sänggavel 190,500.0,500.0,https://images.blocketcdn.se/dynamic/default/item/24770196/3dc6244e-2992-4ab1-a3e1-1fb6d742d1ca,https://images.blocketcdn.se/dynamic/default/item/23710250/b9ee3a3d-4817-49e9-8331-89da34c635d1
185,säng,0.30-0.45,0.3572,73679,73291,blocket,blocket,Sänggavel kryss vit,Säng med sänggavel och förvaring svart/röd,1500.0,500.0,https://images.blocketcdn.se/dynamic/default/item/24571995/43ca9f18-d29e-4a09-a1e3-49ec13a93d1a,https://images.blocketcdn.se/dynamic/default/item/24677750/8721b5f5-6871-448e-a4dd-b7e9709586bb
186,säng,0.45-0.60,0.4954,19522,75150,blocket,blocket,IKEA säng med resårbotten och bäddmadrass,Mio sänggavel grå textil,1995.0,1000.0,https://images.blocketcdn.se/dynamic/default/item/24102613/99bed83d-f3e6-417b-bfe6-baefb426ebf0,https://images.blocketcdn.se/dynamic/default/item/21758610/1c3a522d-2fd0-42d3-9e43-486b512afb93
187,säng,0.45-0.60,0.5474,75545,18221,blocket,blocket,Grå säng,Komplett IKEA dubbelsäng 180×200 med madrass & bäddmadrass,5000.0,6500.0,https://images.blocketcdn.se/dynamic/default/item/24573906/3199be92-9491-4b62-be9f-94a6f5b6f97a,https://images.blocketcdn.se/dynamic/default/item/24710689/0669416b-6a92-4710-9699-7d160d89327c
188,säng,0.45-0.60,0.5977,74786,75341,blocket,blocket,Vit enkelsäng med gavlar 90x200,2 st 90 sängar med madrass,200.0,1500.0,https://images.blocketcdn.se/dynamic/default/item/23911025/c7bdaf2c-99b2-4c26-86a5-6a0ea6a7412c,https://images.blocketcdn.se/dynamic/default/item/23344242/10d04c2e-e982-47d6-b6cc-03df43419331
189,säng,0.45-0.60,0.5098,93328,79238,blocket,blocket,IKEA Nordli vit sänggavel ca 130x84cm,Sänggavel 92 cm,250.0,400.0,https://images.blocketcdn.se/dynamic/default/item/24769063/0ecc080f-9fdc-44d7-bda3-6bda0de5c0d8,https://images.blocketcdn.se/dynamic/default/item/23176330/b4e6e22a-809e-4112-b6ab-0f5351f38fc0
190,säng,0.45-0.60,0.4558,74400,73394,blocket,blocket,Troll nursery juniorsäng Royal vit,IKEA säng med madrass vit,250.0,3000.0,https://images.blocketcdn.se/dynamic/default/item/17720845/af9e5cb0-2a5a-4e6f-bec8-71eaba6b80df,https://images.blocketcdn.se/dynamic/default/item/24651262/204f20e0-4352-413d-bc66-5644bbad9a4f
191,säng,0.60-0.75,0.6978,76571,76558,blocket,blocket,IKEA sänggavel svart textil,Mio sänggavel tyg mörkgrå,150.0,550.0,https://images.blocketcdn.se/dynamic/default/item/21772625/190798dc-fcf5-4fc2-bb2d-b283e735037f,https://images.blocketcdn.se/dynamic/default/item/23543197/ce1f9ab9-68a9-4f89-b4db-700697993f00
192,säng,0.60-0.75,0.6074,18354,74282,blocket,blocket,IKEA säng Skotterud med bäddmadrass Tustna,IKEA Skotterud säng/madrass 140x200,2900.0,1500.0,https://images.blocketcdn.se/dynamic/default/item/22479212/88862fff-7ff6-43fb-b426-e1fcdaf0703c,https://images.blocketcdn.se/dynamic/default/item/24174574/7b720218-c9f9-41b3-b6ba-86196a6b87fb
193,säng,0.60-0.75,0.7402,19217,73880,blocket,blocket,Jensen säng 120x200 med Bamboo-bäddmadrass – mycket fint skick,IKEA säng med madrass grå,3500.0,2000.0,https://images.blocketcdn.se/dynamic/default/item/24314978/3722e2bb-50ec-47d3-abc5-62bb7314f9e2,https://images.blocketcdn.se/dynamic/default/item/24499031/bec3f2aa-a18a-445c-a376-f5762e0cdce8
194,säng,0.60-0.75,0.6572,20347,19354,blocket,blocket,SOVA Kontinentalsäng Antracit 160x200cm,IKEA Tonstad sängram med resårmadrass 90x200 brun,16000.0,4000.0,https://images.blocketcdn.se/dynamic/default/item/17651125/d633d367-bc91-46e8-bbdd-83e8366d22fd,https://images.blocketcdn.se/dynamic/default/item/24208903/3e0cbf13-de38-4582-8dfb-e7920d7d843c
195,säng,0.60-0.75,0.6113,75549,73313,blocket,blocket,Viking Beds säng med gavel,Vit sängram 120× 200,5000.0,1000.0,https://images.blocketcdn.se/dynamic/default/item/24626420/af538143-b159-4e91-8cb6-f4bfe44da10c,https://images.blocketcdn.se/dynamic/default/item/24672306/b17982d4-267b-4a59-ac4c-0bf70a0dc6d0
196,säng,0.75-0.92,0.7886,19556,75249,blocket,blocket,Beige sänggavel,Sänggavel till 180 säng,1000.0,1200.0,https://images.blocketcdn.se/dynamic/default/item/24077396/4bb76b6d-c41a-420e-915e-7e157367d15f,https://images.blocketcdn.se/dynamic/default/item/23450493/7d6df00b-6d75-4bec-ae49-84a747f58387
197,säng,0.75-0.92,0.7544,75383,19851,blocket,blocket,Bekväm Säng i 120 finnes här!,Hästens ställbar säng 105x210cm rutigt tyg be ngt,3000.0,32000.0,https://images.blocketcdn.se/dynamic/default/item/23302485/73d5b90a-c4e2-4f56-9547-1e4c9988fe26,https://images.blocketcdn.se/dynamic/default/item/23851644/73eda52c-981a-4ffc-83a8-03b295e09799
198,säng,0.75-0.92,0.7661,74854,75070,blocket,blocket,säng från mio,IKEA sängram / sängstomme Malm,2500.0,800.0,https://images.blocketcdn.se/dynamic/default/item/23846177/17d147eb-eba3-4d4f-9868-d5c94c6158a6,https://images.blocketcdn.se/dynamic/default/item/21919154/869efdb5-c356-45da-9cce-15acca3b4470
199,säng,0.75-0.92,0.8481,19003,76526,blocket,blocket,Sänggavel,Sänggavel 90 mörkgrå textil,600.0,500.0,https://images.blocketcdn.se/dynamic/default/item/24428079/7595ec35-a1e0-4e03-86e3-abaa19f92303,https://images.blocketcdn.se/dynamic/default/item/21977470/d8bb6485-83ee-41b5-a434-044d8290922e
200,säng,0.75-0.92,0.7642,93129,19979,blocket,blocket,Sänggavel i linnetyg till 140-säng,TEMPUR Form sänggavel Warm stone,150.0,5000.0,https://images.blocketcdn.se/dynamic/default/item/24753191/a6b250ca-439f-47af-9f26-fa044447ea28,https://images.blocketcdn.se/dynamic/default/item/23758083/eeb4aa50-0eac-4862-9907-5ab74109ed4a
