variant,label,similarity,a_row,b_row,a_model,b_model,a_size,b_size,a_source,b_source,a_url,b_url,a_name,b_name,label_detail
fåtölj,samma_modell,0.8345,93959,94104,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4418925_6774cf66bc.jpg,https://images.auctionet.com/thumbs/mini_item_4447264_24a2d15d38.jpg,"Fåtölj, ”Samsas”, brännmärkt CM. carl malmsten","Fåtöljer, 1 par, 1900-talets andra hälft, ""Samsas"", randig textil klädsel m. sky",samma_modell_okänd_storlek
fåtölj,samma_modell,0.5146,27322,28138,kivik,kivik,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24554867/9eaa6bae-983a-4425-8f32-6c499ed374e6,https://images.blocketcdn.se/dynamic/default/item/23981906/b6f918b7-7a94-4ffa-9354-e970d1dd1a9f,Ikea Kivik fåtölj,Kivik fåtölj IKEA,samma_modell_okänd_storlek
fåtölj,samma_modell,0.7217,23642,33490,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24377614/1e1ff26f-cd92-4666-9d9d-84c3bd0a4c76,https://images.blocketcdn.se/dynamic/default/item/20645568/c39e7c81-27ca-4502-9d3b-de82124428dd,"Poäng fåtöljer, design Lars Engman Ikea",Poäng fåtölj svart trä- gråblått tyg,samma_modell_okänd_storlek
fåtölj,samma_modell,0.7168,93966,94062,jetson,jetson,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_3416760_92a7f13623.jpg,https://images.auctionet.com/thumbs/mini_item_4470108_022223830e.jpg,"Fåtöljer, ett par, ""Jetson"", DUX, 1900-talets andra hälft, skinn. bruno mathsson","""Jetson"", fåtölj, möbeln formgavs under åren 1966-69. bruno mathsson",samma_modell_okänd_storlek
fåtölj,samma_modell,0.5215,3202,28362,poang,poang,,,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_5077332_a1644b9bec.jpg,https://images.blocketcdn.se/dynamic/default/item/23757944/d71dd08e-7a55-493a-9133-344b0075c446,"NOBURO NAKAMURA, Fåtöljer, 2 st, ""Poäng"", IKEA, 1900-tal.",Poäng-fåtölj,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8198,93944,94094,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_3633911_8f718096ad.jpg,https://images.auctionet.com/thumbs/mini_item_3528624_41a6cb2dfe.jpg,"Fåtöljer, 1-par ""Samsas"", OH Sjögren, faststoppade textilklädda, brickmärkta. ca","""Samsas"", fåtölj, omklädd med möbeltyg av fårskinnsimitation med mockaknappar, b",samma_modell_okänd_storlek
fåtölj,samma_modell,0.5322,27623,90825,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24383704/764ec835-bddf-40d7-9a73-0183cb12b0a4,https://images.blocketcdn.se/dynamic/default/item/24767090/6879198a-fcb3-4050-9711-04043897c9d6,Poäng fåtöljer,IKEA POÄNG fåtöljer (2 st) med runt sidobord – mycket fint skick,samma_modell_okänd_storlek
fåtölj,samma_modell,0.9165,93878,94004,lamino,lamino,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4598929_f0fc0f1f9b.jpg,https://images.auctionet.com/thumbs/mini_item_4559473_2cc130040a.jpg,"""Lamino"", fåtölj, stomme i ek, Swedese, klädd i fårskinn, brännmärkt. yngve ekst","Fåtölj, ""Lamino"", Swedese, brännmärkt. yngve ekström",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7676,2166,4460,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4898276_5367b4caf3.jpg,https://images.auctionet.com/thumbs/mini_item_5099831_1af93e6b30.jpg,"Fåtölj, ""Samsas"" O.H Sjögren, 1960-tal. carl malmsten","Fåtöljer, 1 par, ""Samsas"", textilklädsel, djuphäftad rygg, pärlspikning. carl ma",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7593,33192,34509,sirocco,sirocco,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23453388/8ab7c97a-0cdc-42d5-807e-0e5ffa409b6a,https://images.blocketcdn.se/dynamic/default/item/24142536/aee41261-ea64-45f7-adca-03e2551025e6,Arne Norell Sirocco-fåtölj i sand/beige – original,Norell fåtölj ”Sirocco” av Arne Norell i canvas och läder,samma_modell_okänd_storlek
fåtölj,samma_modell,0.6445,33712,88465,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24611194/5c8f0af0-904b-444f-b2c9-bb39e72a7e29,https://images.blocketcdn.se/dynamic/default/item/24728961/dd8d0d23-82f4-4549-b5e7-96670a21f00c,Fåtölj IKEA Poäng,Vintage Fåtölj IKEA Poäng,samma_modell_okänd_storlek
fåtölj,samma_modell,0.7812,28949,57406,strandmon,strandmon,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24659527/fc8e3342-bacf-47b9-b1b7-19f4a5ebd702,https://images.blocketcdn.se/dynamic/default/item/24129376/35d0e59b-ff13-4c0d-bd05-8ddfec4d6b27,Ikea Strandmon fåtölj,IKEA STRANDMON fåtölj och IKEA KRAGSTA satsbord säljes,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8066,23793,90709,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24270216/d120331e-01ca-4c3e-af5f-d8ecdf2ad371,https://images.blocketcdn.se/dynamic/default/item/24761619/fc6611e3-0f84-4bf1-a492-927f78a17ca0,"Retro fåtölj, IKEA Poäng från 90-talet",Fåtölj fårskinn / IKEA poäng,samma_modell_okänd_storlek
fåtölj,samma_modell,0.4114,93935,11979,stockholm,stockholm,,,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_4230200_28eefa5a30.jpg,https://images.blocketcdn.se/dynamic/default/item/21251397/b89aa6d0-a0f0-43e4-865f-8f91a474e435,"Karmstolar, 2 stycken, ""Stockholm"", Ikea, 1900-talets andra hälft. tord björklun",IKEA kollektion Stockholm 2017 fåtölj rotting,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8711,93970,93975,lamino,lamino,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4656490_9420e7519f.jpg,https://images.auctionet.com/thumbs/mini_item_4600479_3915fe4351.jpg,"""Lamino"", fåtölj, klädsel i grått fårskinn, stomme i skiktlimmad bok, brännmärkt","Fåtölj ""Lamino"", Swedese, fårskinnsklädsel. yngve ekström",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7734,2446,93972,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_5102893_6d4baf070f.jpg,https://images.auctionet.com/thumbs/mini_item_3688645_45150722a2.jpg,"Fåtölj, ""Samsas"", AB OH Sjögren, textilklädsel, brickmärkt. carl malmsten","Fåtölj, 'Samsas', klädd i fårskinnspäls. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7026,28715,33511,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23342791/040dd0c3-8030-447b-93b3-f48103682743,https://images.blocketcdn.se/dynamic/default/item/24694297/6bdad6ec-9d1f-4b72-950d-5621e14df2ef,"POÄNG Gungstol, vitlaserad ekfaner/Knisa ljusbeige",IKEA POÄNG fåtölj,samma_modell_okänd_storlek
fåtölj,samma_modell,0.6445,93877,33491,poang,poang,,,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_4530425_b257b6b405.jpg,https://images.blocketcdn.se/dynamic/default/item/24698584/85eca171-e6e4-444d-b62b-93f2ad6dabcf,"Fåtöljer, ""Poäng"", 1 par, ek med skinnklädsel, IKEA. noboru nakamura",IKEA fåtöljer svart läder med trästomme,samma_modell_okänd_storlek
fåtölj,samma_modell,0.626,34744,38002,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23955013/ec928acc-16fd-425f-9769-92797e15185e,https://images.blocketcdn.se/dynamic/default/item/23810777/c3f53425-2562-498e-9144-44005fb96553,2 st POÄNG fåtöljer,IKEA fåtölj med gungstativ brunt läder,samma_modell_okänd_storlek
fåtölj,samma_modell,0.791,27607,34744,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/21120928/41a11197-f0f0-494c-96d4-bfc026af1ac4,https://images.blocketcdn.se/dynamic/default/item/23955013/ec928acc-16fd-425f-9769-92797e15185e,"Ikeas Poäng, svart skinnfåtölj",2 st POÄNG fåtöljer,samma_modell_okänd_storlek
fåtölj,samma_modell,0.6606,27607,88443,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/21120928/41a11197-f0f0-494c-96d4-bfc026af1ac4,https://images.blocketcdn.se/dynamic/default/item/24740309/c91bb64d-da6b-475b-a308-2574792744e1,"Ikeas Poäng, svart skinnfåtölj",2 st IKEA POÄNG-fåtöljer,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8071,4406,7306,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_5033685_51cf3eca0c.jpg,https://images.auctionet.com/thumbs/mini_item_5203853_b606cf0725.jpg,"”Samsas” fåtöljer, ett par, AB OH Sjögren, Tranås, 1960-tal. carl malmsten","Fåtölj ""Samsas"", ljusblå originalklädsel av ull, djupstoppad rygg, 1960-tal. car",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7041,45954,88465,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24188346/2348855d-8e11-466f-a451-c1c689e8ee97,https://images.blocketcdn.se/dynamic/default/item/24728961/dd8d0d23-82f4-4549-b5e7-96670a21f00c,Diverse ikea möbler säljes,Vintage Fåtölj IKEA Poäng,samma_modell_okänd_storlek
fåtölj,samma_modell,0.811,93956,4401,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4498827_3cf6668bf7.jpg,https://images.auctionet.com/thumbs/mini_item_4898685_123a830ec2.jpg,"1888-1972. Fåtöljer ""Samsas"", 1 par, AB O.H. Sjögren. carl malmsten","Fåtölj, ”Samsas”, textilklädd, 1900-talets mitt. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.8389,1911,1948,lilla aland,lilla aland,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4755424_ee739465b0.jpg,https://images.auctionet.com/thumbs/mini_item_5008057_c081e41af4.jpg,"Karmstolar, 1 par, ""Lilla Åland"", björk, Stolab, 1988. carl malmsten","4 st, karmstolar, Lilla Åland, Stolab, 1991, björk, stoppade dynor i rött linne.",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7607,27972,28362,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24128685/637bbeb7-c22b-43d9-b629-7b5bccf80a9a,https://images.blocketcdn.se/dynamic/default/item/23757944/d71dd08e-7a55-493a-9133-344b0075c446,Fåtölj poäng ikea,Poäng-fåtölj,samma_modell_okänd_storlek
fåtölj,samma_modell,0.9058,93865,94004,lamino,lamino,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4270177_988191ddb5.jpg,https://images.auctionet.com/thumbs/mini_item_4559473_2cc130040a.jpg,"Fåtölj, ""Lamino"", ek och teak med klädsel av fårskinn, Swedese. yngve ekström","Fåtölj, ""Lamino"", Swedese, brännmärkt. yngve ekström",samma_modell_okänd_storlek
fåtölj,samma_modell,0.8853,23762,29357,strandmon,strandmon,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24284504/6061d0c2-a3ef-4b33-9d8d-6755e5824820,https://images.blocketcdn.se/dynamic/default/item/24331084/b6212890-220a-4fa9-a448-4921b0b4afcb,Fåtölj från Ikea,Varsamt använd gul strandmon fåtölj,samma_modell_okänd_storlek
fåtölj,samma_modell,0.7451,34143,90854,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24401234/6b7172b1-732e-4616-aebb-5aeb98fbd7cb,https://images.blocketcdn.se/dynamic/default/item/24756330/3c1a9c2c-e767-4093-a718-fb54bafcef8a,Retrogul IKEA Poäng fåtölj – Klassisk komfort,"Fåtölj, Poäng",samma_modell_okänd_storlek
fåtölj,samma_modell,0.8257,93938,4466,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4654566_577f2b4de9.jpg,https://images.auctionet.com/thumbs/mini_item_4968834_b0ba348e76.jpg,"FÅTÖLJ, Samsas. Extra kudde medföljer. carl malmsten","Fåtölj, ""Samsas"", O.H. Sjögren, 1980-tal. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7935,93946,94065,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_3454027_bb00522bf4.jpg,https://images.auctionet.com/thumbs/mini_item_3616244_8915a25289.jpg,"""Samsas"", fåtölj, stoppad textilbeklädd stomme, OH Sjögren Tranås, brickmärkt. c","Fåtöljer, ett par, ""Samsas"", O.H. Sjögren. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.6084,25112,33678,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23212008/b0a4704e-78dd-4e26-81a7-c9875da81b95,https://images.blocketcdn.se/dynamic/default/item/24624697/cde51f5d-83d8-45e7-b749-1f2290b6a08c,IKEA fåtölj Poem/poäng.,Fåtölj Poäng,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8521,93973,94002,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_3688649_053e545fef.jpg,https://images.auctionet.com/thumbs/mini_item_3794537_fffca821f6.jpg,"Fåtölj, 'Samsas', klädd i fårskinnspäls. carl malmsten","Fåtölj ""Samsas"" brickmärkt. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7168,4512,33360,jetson,jetson,,,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_4937536_93e0db6846.jpg,https://images.blocketcdn.se/dynamic/default/item/23714480/8176d0cd-01d9-47c9-a0bf-4de5a5eb2a36,"Fåtölj, ""Jetson"", Dux. bruno mathsson",Bruno Mathsson Jetson fåtöljer i läder,samma_modell_okänd_storlek
fåtölj,samma_modell,0.5654,27428,28301,ektorp,ektorp,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24509273/4bbbd611-1e12-4033-ab8e-bc50d17219db,https://images.blocketcdn.se/dynamic/default/item/23830206/7a7c788a-7186-4c7e-a721-51930fa973c0,Ektorp fåtölj,Fåtölj Ektorp,samma_modell_okänd_storlek
fåtölj,samma_modell,0.6396,23863,24337,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24220359/91d23e46-b53f-445e-94db-37e2e8bad2b3,https://images.blocketcdn.se/dynamic/default/item/23886575/0219ab19-dc4e-4d81-af17-6ee8bc30659a,Fåtölj poäng från IKEA - nyskick,Ikea POÄNG fåtölj,samma_modell_okänd_storlek
fåtölj,samma_modell,0.5371,27411,29707,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24520902/829b67cd-71ab-4c5f-b743-9efe6013013f,https://images.blocketcdn.se/dynamic/default/item/20652603/e9f052aa-9f39-45c7-bef0-1568d78dee6c,Fåtölj Poäng Ikea.,Fåtölj Ikea/vilfåtölj,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8774,1715,12320,laminett,laminett,,,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_5139066_5f52af888a.jpg,https://images.blocketcdn.se/dynamic/default/item/23700255/4bba41c8-a4fb-4b77-b71e-beb1ab75f94c,"Fåtölj, ""Laminett"", Swedese, stomme i skiktlimmad ek, klädsel i fårskinn. yngve ",Laminett Fåtölj Special Edition,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8081,3116,33409,sirocco,sirocco,,,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_4720906_b66f0fb163.jpg,https://images.blocketcdn.se/dynamic/default/item/21373308/455039e7-98ce-47a1-8dcc-3f61fd992038,"""Sirocco"", fåtölj, betsat trä, läderklädsel, lös sittplymå, Norell möbler, formg",Två klassiska fåtöljer - Arne Norells Sirocco,samma_modell_okänd_storlek
fåtölj,samma_modell,0.853,1740,94006,lamino,lamino,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4736624_9494e4a425.jpg,https://images.auctionet.com/thumbs/mini_item_4387961_67a21e52ed.jpg,"""Lamino"", fåtölj, för Swedese, ek, klädsel av fårskinn, brännmärkt, 1900/2000-ta","fåtölj, ""Lamino"", Swedese, Sverige. yngve ekström",samma_modell_okänd_storlek
fåtölj,samma_modell,0.6436,23860,32707,landskrona,landskrona,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24221185/10b3f349-d75f-47f3-bc46-4a761fcd6f96,https://images.blocketcdn.se/dynamic/default/item/22742535/32ce763b-e6b2-498f-ad0d-03fcb7000533,Fåtöljer Landskrona,Fåtölj Landskrona svart läder - begagnad,samma_modell_okänd_storlek
fåtölj,samma_modell,0.6602,1740,26546,lamino,lamino,,,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_4736624_9494e4a425.jpg,https://images.blocketcdn.se/dynamic/default/item/23861171/317073fe-85da-4d60-b145-84de9d94978c,"""Lamino"", fåtölj, för Swedese, ek, klädsel av fårskinn, brännmärkt, 1900/2000-ta","YNGVE EKSTRÖM. FÅTÖLJ, ""Lamino"", Swedese",samma_modell_okänd_storlek
fåtölj,samma_modell,0.854,93982,94059,jetson,jetson,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_3415628_8f27bad130.jpg,https://images.auctionet.com/thumbs/mini_item_4470099_90e6d2f884.jpg,"Fåtölj, ""Jetson"", skinnklädsel, etikettmärkt DUX, 1900-talets senare hälft. brun","""Jetson"", fåtölj, möbeln formgavs under åren 1966-69. bruno mathsson",samma_modell_okänd_storlek
fåtölj,samma_modell,0.9258,93951,93953,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_3615724_d2330574e4.jpg,https://images.auctionet.com/thumbs/mini_item_3695598_6a852e8ff4.jpg,"Fåtölj, ""Samsas"", OH Sjögren, faststoppad textilklädd, djuphäftad klädda knappar","CARL MALMSTEN, Fåtölj, ""Samsas"", faststoppad textilklädd i ull möbeltyg, djuphäf",samma_modell_okänd_storlek
fåtölj,samma_modell,0.8433,3049,94005,lamino,lamino,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_5154345_7fd272829a.jpg,https://images.auctionet.com/thumbs/mini_item_4377519_09584e87d1.jpg,"Fåtölj, ""Lamino"", Swedese, bok med fårskinnsklädsel. yngve ekström","Fåtölj ""Lamino"" Swedese, 1995. yngve ekström",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7441,4361,4372,pernilla,pernilla,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_5227923_a3017208be.jpg,https://images.auctionet.com/thumbs/mini_item_5131817_9b78acd1c4.jpg,"Fåtölj, ""Pernilla"", klädsel i beige ull, Dux. bruno mathsson","Snurrfåtöljer 1 par ""Pernilla Roto"" Dux, 1900-talets andra hälft. bruno mathsson",samma_modell_okänd_storlek
fåtölj,samma_modell,0.1287,34839,38176,stockholm,stockholm,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23815168/eb53823e-ab7f-44f4-a596-cbc54c5dba39,https://images.blocketcdn.se/dynamic/default/item/23591564/818804ea-bf68-474c-824e-4d7011f65fcf,"Designerstol, KARIN MOBRING & TOMAS JELINEK, karmstol, ""Stockholm"" IKEA",Stockholm,samma_modell_okänd_storlek
fåtölj,samma_modell,0.6475,27342,34280,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24551158/71524200-c4cf-4940-b79d-f4320855143a,https://images.blocketcdn.se/dynamic/default/item/22683709/bcbe0f5a-e3f3-4590-a938-aa3cf3ad8cf2,IKEAs fåtölj Poäng,IKEA Poäng Liggfåtölj,samma_modell_okänd_storlek
fåtölj,samma_modell,0.9346,1802,3297,lilla aland,lilla aland,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_5227550_327ea9b697.jpg,https://images.auctionet.com/thumbs/mini_item_4801608_aa209e6a06.jpg,"Karmstol, björk, ""Lilla Åland"", brännmärkt, Stolab. carl malmsten","karmstolar, 1 par, ""Lilla Åland"", Stolab, 1992. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7168,28706,43640,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23357461/8d6e77c2-46af-4b24-bdc7-92188fdf4492,https://images.blocketcdn.se/dynamic/default/item/18792610/c4972ca5-85f0-459a-b095-99b4b7dccfe2,IKEA Poäng fåtölj grå med svart stomme,Ikea Fåtölj Poäng,samma_modell_okänd_storlek
fåtölj,samma_modell,0.7422,24567,29098,landskrona,landskrona,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23713295/7ac7cc59-e37a-4491-8789-0b3f2b51982a,https://images.blocketcdn.se/dynamic/default/item/24563076/7ac5fb0e-5ff8-4324-883c-cd8d4430d7e7,Fåtölj Landskrona brun skinn,IKEA landskrona fåtölj,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8794,2060,2462,lilla aland,lilla aland,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4936668_828e40b7bd.jpg,https://images.auctionet.com/thumbs/mini_item_5048708_1372f56847.jpg,"Karmstolar, 4 st, ""Lilla Åland"", Stolab, 1990. carl malmsten","Karmstolar, 4 st, ""Lilla Åland"", STOLAB, 1980-tal. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.6929,25112,90816,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/23212008/b0a4704e-78dd-4e26-81a7-c9875da81b95,https://images.blocketcdn.se/dynamic/default/item/24769360/f980481c-2192-4451-928c-e7480d125039,IKEA fåtölj Poem/poäng.,IKEA POÄNG fåtölj – björk/svart – fint skick,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8706,3049,93981,lamino,lamino,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_5154345_7fd272829a.jpg,https://images.auctionet.com/thumbs/mini_item_4690269_750bed39b7.jpg,"Fåtölj, ""Lamino"", Swedese, bok med fårskinnsklädsel. yngve ekström","""Lamino"", fåtölj, stomme i ek, Swedese, 1960-tal, klädd i fårskinn. yngve ekströ",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7441,27045,27140,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24689482/cd089439-567e-48df-bfc2-d1611b09bd53,https://images.blocketcdn.se/dynamic/default/item/24641275/4a6e1842-12e7-409a-a1d1-2a781319da63,"POÄNG Fåtölj, ek/Kelinge beige","POÄNG Fåtölj, björkfaner/antracit",samma_modell_okänd_storlek
fåtölj,samma_modell,0.6152,24369,28396,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/20652833/fe22938b-4687-45e2-89af-35284c8d3bc6,https://images.blocketcdn.se/dynamic/default/item/20499101/cfe5299a-3313-40c9-9a42-67f1e96236d7,Ikea fåtölj skinn,Ikea Poäng fåtölj,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8218,23846,27228,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24232074/0edd8869-f2ad-4b38-8407-8a9679b9a8af,https://images.blocketcdn.se/dynamic/default/item/24602802/7f850884-6e45-44b3-99ae-419dde2dca5f,IKEA POÄNG fåtölj säljes,IKEA Poäng fåtölj blå med böjträstomme,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8267,94010,4440,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_3661467_44c8ba047a.jpg,https://images.auctionet.com/thumbs/mini_item_4805381_672a15f731.jpg,"Fåtölj, ""Samsas"", O.H Sjögren. carl malmsten","Fåtölj, modell ""Samsas"", Ab O.H Sjögren. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.8862,2166,94086,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4898276_5367b4caf3.jpg,https://images.auctionet.com/thumbs/mini_item_3592826_d94be9bd80.jpg,"Fåtölj, ""Samsas"" O.H Sjögren, 1960-tal. carl malmsten","Fåtöljer, ett par, modell ""Samsas"", Ab O.H. Sjögren. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.8687,93902,1948,lilla aland,lilla aland,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_3451718_633e03040d.jpg,https://images.auctionet.com/thumbs/mini_item_5008057_c081e41af4.jpg,"""Lilla Åland"", karmstolar, 1 par, björk, Stolab, 1989. carl malmsten","4 st, karmstolar, Lilla Åland, Stolab, 1991, björk, stoppade dynor i rött linne.",samma_modell_okänd_storlek
fåtölj,samma_modell,0.6919,28004,33490,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24097359/ed696da4-f784-4379-a323-90a10d903a26,https://images.blocketcdn.se/dynamic/default/item/20645568/c39e7c81-27ca-4502-9d3b-de82124428dd,IKEA Poäng,Poäng fåtölj svart trä- gråblått tyg,samma_modell_okänd_storlek
fåtölj,samma_modell,0.8364,1629,93875,lamino,lamino,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4952522_75ebfc505d.png,https://images.auctionet.com/thumbs/mini_item_3804462_b73dd87e7b.jpg,"Fåtölj, ""Lamino"", ek, gråbrun fårskinnsklädsel, brännmärkt Swedese. yngve ekströ","Fåtölj, ""Lamino"", Swedese, ek med fårskinnsklädsel, 2000-tal. yngve ekström",samma_modell_okänd_storlek
fåtölj,samma_modell,0.2064,94230,11979,stockholm,stockholm,,,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_4543160_89466f9616.jpg,https://images.blocketcdn.se/dynamic/default/item/21251397/b89aa6d0-a0f0-43e4-865f-8f91a474e435,"Fåtölj/Soffdel, sammet, ur kollektionen ""IKEA Stockholm 2025"". ola wihlborg",IKEA kollektion Stockholm 2017 fåtölj rotting,samma_modell_okänd_storlek
fåtölj,samma_modell,0.6318,23863,27614,poang,poang,,,blocket,blocket,https://images.blocketcdn.se/dynamic/default/item/24220359/91d23e46-b53f-445e-94db-37e2e8bad2b3,https://images.blocketcdn.se/dynamic/default/item/24387947/a366719a-0f71-4606-bb12-5d5b75434853,Fåtölj poäng från IKEA - nyskick,"Fåtölj i svart skinn, Poäng från IKEA",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7373,4379,94086,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_4955989_589cfb2673.jpg,https://images.auctionet.com/thumbs/mini_item_3592826_d94be9bd80.jpg,"Fåtölj, ""Samsas"", brickmärkt O.H. Sjögren, 1900-talets andra hälft. carl malmste","Fåtöljer, ett par, modell ""Samsas"", Ab O.H. Sjögren. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.7949,94074,94105,samsas,samsas,,,auctionet,auctionet,https://images.auctionet.com/thumbs/mini_item_3769952_3c202084e0.jpg,https://images.auctionet.com/thumbs/mini_item_4405269_e42f0fab10.jpg,"Fåtöljer ett par, Samsas, brickmärkta, AB OH Sjögren. carl malmsten","Fåtölj, Modell Samsas, AB O.H Sjögren, Tranås, 1900-tal. carl malmsten",samma_modell_okänd_storlek
fåtölj,samma_modell,0.6426,93924,90816,poang,poang,,,auctionet,blocket,https://images.auctionet.com/thumbs/mini_item_4178167_e61e43ae8a.jpg,https://images.blocketcdn.se/dynamic/default/item/24769360/f980481c-2192-4451-928c-e7480d125039,"Fåtöljer, ett par, ""Poäng"", för IKEA, samtida. noboru nakamura",IKEA POÄNG fåtölj – björk/svart – fint skick,samma_modell_okänd_storlek
