truth_base,truth_type,token,price_kind,blocked,image_share,blind text|type,blind text|base,blind text|source,blind text|kronor,blind text|ratio,text+prior|type,text+prior|base,text+prior|source,text+prior|kronor,text+prior|ratio,bild (familj)|type,bild (familj)|base,bild (familj)|source,bild (familj)|kronor,bild (familj)|ratio,text+prior+bild|type,text+prior+bild|base,text+prior+bild|source,text+prior+bild|kronor,text+prior+bild|ratio,gammal platt klassificerare|type,gammal platt klassificerare|kronor,gammal platt klassificerare|ratio
sang,sang,90x200,asking,1,0.892,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,madrasser,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,kungsangen,asking,1,0.973,,,,,,,,,,,sanggavel,sanggavel,image,2290.0,0.3438395415472779,sanggavel,sanggavel,image,2290.0,0.3438395415472779,sänggavel,,
sang,sang,jysk,asking,1,1.0,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,komplett,asking,1,0.967,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,okänd,,
sang,sang,mio,asking,1,0.92,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,forvaring,asking,1,0.956,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,hilding,asking,1,0.75,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,furusang,asking,1,0.974,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,madrass,asking,1,0.972,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,juniorsang,asking,1,0.863,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,bord,,
sang,sang,kontinentalsang,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,noresund,asking,1,0.897,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,vaningssang,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,okänd,,
sang,sang,oliver,asking,1,0.973,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,sallsynt,asking,1,0.4,,,,,,,,,,,,,,,,,,,,,soffa,,
sang,sang,sanghimmel,asking,1,0.804,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,okänd,,
sang,sang,mio,asking,1,0.75,,,,,,,,,,,forvaring,forvaring,image,2200.0,0.3125,forvaring,forvaring,image,2200.0,0.3125,okänd,,
sang,sang,tillhorande,asking,1,0.973,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,inkl,asking,1,0.972,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,oliver,asking,1,0.814,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,dynor,asking,1,0.513,,,,,,,,,,,,,,,,,,,,,stol,900.0,0.3076923076923077
sang,sang,madrass,asking,1,0.947,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,ribb,asking,1,0.816,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,sangfabriken,asking,1,0.925,,,,,,,,,,,sanggavel,sanggavel,image,6700.0,0.1625,sanggavel,sanggavel,image,6700.0,0.1625,sänggavel,,
sang,sang,4st,asking,1,0.812,,,,,,stol,stol,prior,0.0,1.0,stol,stol,image,0.0,1.0,stol,stol,prior,0.0,1.0,stol,0.0,1.0
sang,sang,komplett,asking,1,0.886,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,madrass,asking,1,0.911,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,vaningsang,asking,1,1.0,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,ellos,asking,1,0.477,,,,,,,,,,,,,,,,,,,,,okänd,,
sang,sang,hastens,asking,1,0.973,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,jysk,asking,1,0.794,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,sova,asking,1,0.708,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,nackkudde,asking,1,1.0,,,,,,stol,stol,prior,1900.0,0.20833333333333334,sang,sang,image,0.0,1.0,stol,stol,prior,1900.0,0.20833333333333334,säng,,
sang,sang,madrass,asking,2,0.947,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,forvaring,asking,1,0.545,,,,,,,,,,,,,,,,,,,,,hylla,1198.5,0.3336113427856547
sang,sang,tre,asking,1,0.972,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,sangkappa,asking,1,0.945,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,sangmobel,asking,1,0.968,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,utdragssang,asking,1,0.896,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,bred,asking,1,0.444,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sang,sang,ilva,asking,1,0.618,,,,,,,,,,,,,,,,,,,,,soffa,3275.0,3.183333333333333
sang,sang,sultan,asking,1,0.807,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,mio,asking,1,1.0,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,gastsang,asking,1,0.782,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,ribbotten,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,okänd,,
sang,sang,kungsangen,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,stallbar,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,kontinental,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,sultan,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,elektriskt,asking,1,1.0,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,smastad,asking,1,0.691,,,,,,sang,sang,prior,0.0,1.0,,,,,,sang,sang,prior,0.0,1.0,stol,,
sang,sang,kontinentalsang,asking,1,0.973,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,kungsangen,asking,1,0.546,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sang,sang,kungsangen,asking,1,0.945,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,madrass,asking,1,0.457,,,,,,sang,sang,prior,0.0,1.0,,,,,,sang,sang,prior,0.0,1.0,hylla,,
sang,sang,jotex,asking,1,0.946,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,sangkappa,asking,1,0.973,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,nordli,asking,1,0.799,,,,,,,,,,,forvaring,forvaring,image,800.0,0.4666666666666667,forvaring,forvaring,image,800.0,0.4666666666666667,hylla,500.0,0.6666666666666666
sang,sang,sanghimmel,asking,1,0.643,,,,,,sang,sang,prior,0.0,1.0,,,,,,sang,sang,prior,0.0,1.0,okänd,,
sang,sang,180x200,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,okänd,,
sang,sang,riviera,asking,1,0.643,,,,,,stol,stol,prior,,,,,,,,stol,stol,prior,,,okänd,,
sang,sang,resarmadrass,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,mio,asking,1,0.895,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,malm,asking,1,0.97,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,neiden,asking,1,0.572,,,,,,sang,sang,prior,0.0,1.0,,,,,,sang,sang,prior,0.0,1.0,okänd,,
sang,sang,malm,asking,1,0.943,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,säng,,
sang,sang,ren,asking,1,0.595,,,,,,,,,,,,,,,,,,,,,okänd,,
sang,sang,stallbar,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sang,sang,spjalsang,asking,1,0.949,,,,,,,,,,,sang,sang,image,0.0,1.0,sang,sang,image,0.0,1.0,okänd,,
sang,sang,vaningssang,asking,4,0.44,,,,,,sang,sang,prior,0.0,1.0,,,,,,sang,sang,prior,0.0,1.0,hylla,,
sang,sang,jysk,asking,1,1.0,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,okänd,,
sang,sang,slakt,asking,1,0.909,,,,,,sang,sang,prior,0.0,1.0,sang,sang,image,0.0,1.0,sang,sang,prior,0.0,1.0,säng,,
sanggavel,sanggavel,ben,asking,1,0.818,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,mio,asking,1,0.908,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,kryss,asking,1,0.891,,,,,,,,,,,sang,sang,image,,,sang,sang,image,,,säng,,
sanggavel,sanggavel,90cm,asking,1,0.974,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,chesterfieldstil,asking,1,0.874,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,ekens,asking,1,0.774,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,ekens,asking,1,0.976,,,,,,sang,sang,prior,4025.0,3.037974683544304,sanggavel,sanggavel,image,0.0,1.0,sang,sang,prior,4025.0,3.037974683544304,sänggavel,,
sanggavel,sanggavel,passar,asking,1,0.597,,,,,,,,,,,,,,,,,,,,,säng,,
sanggavel,sanggavel,mio,asking,1,0.747,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,120cm,asking,2,0.512,,,,,,sang,sang,prior,1100.0,2.375,,,,,,sang,sang,prior,1100.0,2.375,sänggavel,,
sanggavel,sanggavel,mio,asking,5,0.95,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,tal,asking,1,0.723,,,,,,forvaring,forvaring,prior,,,forvaring,forvaring,image,,,forvaring,forvaring,prior,,,hylla,,
sanggavel,sanggavel,stoppad,asking,1,0.583,,,,,,stol,stol,prior,300.0,0.5,,,,,,stol,stol,prior,300.0,0.5,okänd,,
sanggavel,sanggavel,slettvoll,asking,1,0.545,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,mio,asking,1,0.861,,,,,,,,,,,stol,stol,image,600.0,0.4,stol,stol,image,600.0,0.4,stol,600.0,0.4
sanggavel,sanggavel,jotex,asking,1,0.947,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,tex,asking,1,0.351,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,sangkappa,asking,1,0.412,,,,,,,,,,,,,,,,,,,,,del/tillbehör,,
sanggavel,sanggavel,konsoller,asking,1,0.651,,,,,,,,,,,,,,,,,,,,,okänd,,
sanggavel,sanggavel,mio,asking,1,0.734,,,,,,,,,,,sang,sang,image,2200.0,3.2,sang,sang,image,2200.0,3.2,säng,,
sanggavel,sanggavel,tempur,asking,1,0.917,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,overdrag,asking,1,0.482,,,,,,,,,,,,,,,,,,,,,säng,,
sanggavel,sanggavel,forsta,realized,1,0.458,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,mio,asking,1,1.0,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,saljes,asking,1,0.898,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,norrgavel,asking,1,0.485,,,,,,stol,stol,prior,995.0,1.4975,,,,,,stol,stol,prior,995.0,1.4975,soffa,18000.0,10.0
sanggavel,sanggavel,mio,asking,1,0.975,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,eller,asking,1,0.508,,,,,,,,,,,,,,,,,,,,,okänd,,
sanggavel,sanggavel,englesson,asking,1,0.918,,,,,,,,,,,forvaring,forvaring,image,3300.0,2.9411764705882355,forvaring,forvaring,image,3300.0,2.9411764705882355,byrå,,
sanggavel,sanggavel,lucky,asking,1,0.96,,,,,,,,,,,sang,sang,image,,,sang,sang,image,,,okänd,,
sanggavel,sanggavel,konstlader,asking,1,0.743,,,,,,stol,stol,prior,,,sanggavel,sanggavel,image,0.0,1.0,stol,stol,prior,,,sänggavel,,
sanggavel,sanggavel,egentillverkad,asking,1,0.716,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,ekfaner,asking,1,0.829,,,,,,,,,,,forvaring,forvaring,image,550.0,3.75,forvaring,forvaring,image,550.0,3.75,hylla,200.0,2.0
sanggavel,sanggavel,mio,asking,1,0.967,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,exklusiva,asking,1,0.292,,,,,,,,,,,,,,,,,,,,,okänd,,
sanggavel,sanggavel,mio,asking,1,0.744,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,jysk,asking,1,0.971,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,dorr,asking,1,0.754,,,,,,forvaring,forvaring,prior,500.0,0.5,forvaring,forvaring,image,500.0,0.5,forvaring,forvaring,prior,500.0,0.5,byrå,,
sanggavel,sanggavel,exklusiv,asking,1,0.407,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,huvudgavel,asking,1,0.716,,,,,,sang,sang,prior,1800.0,3.5714285714285716,sanggavel,sanggavel,image,0.0,1.0,sang,sang,prior,1800.0,3.5714285714285716,sänggavel,,
sanggavel,sanggavel,mio,asking,2,0.311,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,torkelson,asking,1,0.614,,,,,,,,,,,,,,,,,,,,,byrå,,
sanggavel,sanggavel,mio,asking,1,1.0,,,,,,,,,,,sang,sang,image,2200.0,3.2,sang,sang,image,2200.0,3.2,säng,,
sanggavel,sanggavel,bred,asking,1,0.688,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,vagghangd,asking,1,0.481,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,stalands,asking,1,0.714,,,,,,,,,,,sang,sang,image,,,sang,sang,image,,,säng,,
sanggavel,sanggavel,mio,asking,1,0.975,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,tillfalle,asking,1,0.922,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,180cm,asking,1,0.522,,,,,,sang,sang,prior,2650.0,3.65,,,,,,sang,sang,prior,2650.0,3.65,sänggavel,,
sanggavel,sanggavel,ekfaner,asking,1,0.711,,,,,,,,,,,forvaring,forvaring,image,550.0,3.75,forvaring,forvaring,image,550.0,3.75,okänd,,
sanggavel,sanggavel,rutmonster,asking,1,0.817,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,textil,asking,1,0.88,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,jattefin,asking,1,0.974,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,jotex,asking,1,0.701,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,vagghangd,asking,1,1.0,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,stringgavlar,asking,1,0.805,,,,,,forvaring,forvaring,prior,,,forvaring,forvaring,image,,,forvaring,forvaring,prior,,,hylla,,
sanggavel,sanggavel,mio,asking,1,0.929,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,textil,asking,1,0.921,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,snidade,asking,1,0.819,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
sanggavel,sanggavel,ellos,asking,1,0.83,,,,,,,,,,,sang,sang,image,902.5,2.0055710306406684,sang,sang,image,902.5,2.0055710306406684,okänd,,
sanggavel,sanggavel,elegant,asking,1,0.946,,,,,,,,,,,forvaring,forvaring,image,1250.0,2.0,forvaring,forvaring,image,1250.0,2.0,byrå,,
sanggavel,sanggavel,morkblatt,asking,1,0.87,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,huvudgavel,asking,1,0.723,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,,
sanggavel,sanggavel,mio,asking,1,0.624,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,vandbar,asking,1,0.526,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,jysk,asking,1,0.417,,,,,,,,,,,,,,,,,,,,,okänd,,
sanggavel,sanggavel,50-tal,asking,1,0.572,,,,,,,,,,,,,,,,,,,,,okänd,,
sanggavel,sanggavel,innerdorr,asking,1,0.935,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,,
sanggavel,sanggavel,forvaring,asking,1,0.81,,,,,,,,,,,sang,sang,image,1298.5,3.597,sang,sang,image,1298.5,3.597,säng,,
sanggavel,sanggavel,tva,realized,1,0.394,,,,,,,,,,,,,,,,,,,,,okänd,,
sanggavel,sanggavel,elfa,asking,1,0.708,,,,,,forvaring,forvaring,prior,1850.0,2.85,forvaring,forvaring,image,1850.0,2.85,forvaring,forvaring,prior,1850.0,2.85,hylla,600.0,0.4
sanggavel,sanggavel,jysk,asking,1,0.975,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,mio,asking,1,0.949,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,lilla,asking,1,0.426,,,,,,stol,stol,prior,,,,,,,,stol,stol,prior,,,sänggavel,,
sanggavel,sanggavel,120cm,asking,1,0.951,,,,,,sang,sang,prior,1100.0,2.375,sanggavel,sanggavel,image,0.0,1.0,sang,sang,prior,1100.0,2.375,sänggavel,,
sanggavel,sanggavel,hiss,asking,1,0.649,,,,,,,,,,,,,,,,,,,,,säng,,
sanggavel,sanggavel,ellos,asking,1,0.468,,,,,,,,,,,,,,,,,,,,,bord,202.5,1.2256267409470751
sanggavel,sanggavel,kungsangen,asking,1,0.477,,,,,,,,,,,,,,,,,,,,,okänd,,
sanggavel,sanggavel,tva,asking,1,0.498,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,handsnidad,asking,1,0.734,,,,,,forvaring,forvaring,prior,,,sang,sang,image,,,forvaring,forvaring,prior,,,säng,,
sanggavel,sanggavel,jysk,asking,1,0.813,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,stoppad,asking,1,0.947,,,,,,stol,stol,prior,300.0,0.5,sanggavel,sanggavel,image,0.0,1.0,stol,stol,prior,300.0,0.5,sänggavel,,
sanggavel,sanggavel,melimeli,asking,1,0.43,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,sanggaveln,asking,1,0.869,,,,,,,,,,,sang,sang,image,2950.0,5.214285714285714,sang,sang,image,2950.0,5.214285714285714,säng,,
sanggavel,sanggavel,mio,asking,1,0.973,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,sangkappa,asking,1,0.973,,,,,,sang,sang,prior,237.5,0.8020833333333334,sang,sang,image,237.5,0.8020833333333334,sang,sang,prior,237.5,0.8020833333333334,säng,,
sanggavel,sanggavel,elegant,asking,1,0.9,,,,,,,,,,,soffa,soffa,image,2150.0,2.72,soffa,soffa,image,2150.0,2.72,soffa,2150.0,2.72
sanggavel,sanggavel,saro,asking,1,0.917,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,huvudgavel,asking,1,0.717,,,,,,sang,sang,prior,1800.0,3.5714285714285716,sang,sang,image,1800.0,3.5714285714285716,sang,sang,prior,1800.0,3.5714285714285716,säng,,
sanggavel,sanggavel,90-sang,asking,1,0.713,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,mio,asking,1,0.874,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,huvudgavel,asking,1,0.518,,,,,,sang,sang,prior,1800.0,3.5714285714285716,,,,,,sang,sang,prior,1800.0,3.5714285714285716,okänd,,
sanggavel,sanggavel,roma,asking,1,0.976,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,160cm,asking,1,0.485,,,,,,sang,sang,prior,2100.0,3.3333333333333335,,,,,,sang,sang,prior,2100.0,3.3333333333333335,sänggavel,,
sanggavel,sanggavel,ellos,asking,1,0.903,,,,,,,,,,,sang,sang,image,825.0,1.9455587392550144,sang,sang,image,825.0,1.9455587392550144,okänd,,
sanggavel,sanggavel,viking,asking,1,0.923,,,,,,sang,sang,prior,3000.0,2.5,sanggavel,sanggavel,image,0.0,1.0,sang,sang,prior,3000.0,2.5,sänggavel,,
sanggavel,sanggavel,akta,asking,1,0.4,,,,,,,,,,,,,,,,,,,,,okänd,,
sanggavel,sanggavel,forvaring,asking,1,0.879,,,,,,,,,,,forvaring,forvaring,image,100.0,1.2,forvaring,forvaring,image,100.0,1.2,hylla,100.0,1.2
sanggavel,sanggavel,viking,asking,1,0.416,,,,,,sang,sang,prior,3000.0,2.5,,,,,,sang,sang,prior,3000.0,2.5,sänggavel,,
sanggavel,sanggavel,carpe,asking,1,0.975,,,,,,sang,sang,prior,3150.0,1.9402985074626866,sanggavel,sanggavel,image,0.0,1.0,sang,sang,prior,3150.0,1.9402985074626866,sänggavel,,
sanggavel,sanggavel,deco,asking,1,0.976,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,dux,asking,1,0.885,,,,,,stol,stol,prior,1200.0,1.9230769230769231,sang,sang,image,1700.0,2.3076923076923075,stol,stol,prior,1200.0,1.9230769230769231,säng,,
sanggavel,sanggavel,sanggaveln,asking,1,0.951,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,sänggavel,,
sanggavel,sanggavel,ellos,asking,1,0.823,,,,,,,,,,,sang,sang,image,952.5,2.0612813370473537,sang,sang,image,952.5,2.0612813370473537,säng,,
sanggavel,sanggavel,textil,asking,1,0.518,,,,,,,,,,,,,,,,,,,,,okänd,,
sanggavel,sanggavel,dekorativ,asking,1,0.769,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,okänd,,
sanggavel,sanggavel,mio,asking,1,0.565,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,kladd,asking,1,1.0,,,,,,,,,,,sanggavel,sanggavel,image,0.0,1.0,sanggavel,sanggavel,image,0.0,1.0,okänd,,
sanggavel,sanggavel,ellos,asking,1,0.326,,,,,,,,,,,,,,,,,,,,,sänggavel,,
sanggavel,sanggavel,ellos,asking,1,0.95,,,,,,,,,,,sang,sang,image,902.5,2.0055710306406684,sang,sang,image,902.5,2.0055710306406684,säng,,
sanggavel,sanggavel,elfa,asking,1,0.831,,,,,,forvaring,forvaring,prior,1850.0,2.85,bord,bord,image,550.0,0.45,forvaring,forvaring,prior,1850.0,2.85,bord,550.0,0.45
